fixture_date,season,division,player_id,player_name,high_break
2017-02-15,16,1,137561300,Freddie Blunden,39
2017-02-15,16,1,137561300,Freddie Blunden,34
2017-02-15,16,1,482444234,Richard Barrett,42
2017-02-08,16,1,297844767,Mick Lott,37
2017-02-08,16,1,482444234,Richard Barrett,41
2017-02-08,16,1,908008030,Geoff Randall,35
2017-02-08,16,1,283685400,Barry Martin [-10],30
2017-02-08,16,1,715839724,Chris Mason [-20],42
2017-02-01,16,1,908008030,Geoff Randall,52
2017-02-01,16,1,908008030,Geoff Randall,44
2017-02-01,16,1,983276809,David Gillingham,34
2017-02-01,16,1,229907739,Maurice Wickens,39
2017-02-01,16,1,715839724,Chris Mason [-20],71
2017-01-18,16,1,482444234,Richard Barrett,71
2017-01-18,16,1,283685400,Barry Martin [-10],44
2017-01-18,16,1,908008030,Geoff Randall,42
2017-01-18,16,1,283685400,Barry Martin [-10],40
2017-01-18,16,1,983276809,David Gillingham,45
2017-01-11,16,1,297844767,Mick Lott,45
2017-01-11,16,1,283685400,Barry Martin [-10],47
2017-01-11,16,1,908008030,Geoff Randall,34
2017-01-04,16,1,908008030,Geoff Randall,60
2017-01-04,16,1,482444234,Richard Barrett,39
2017-01-04,16,1,908008030,Geoff Randall,38
2017-01-04,16,1,908008030,Geoff Randall,32
2017-01-04,16,1,715839724,Chris Mason [-20],34
2017-01-04,16,1,715839724,Chris Mason [-20],30
2017-01-04,16,1,297844767,Mick Lott,35
2017-01-04,16,1,297844767,Mick Lott,33
2016-12-14,16,1,908008030,Geoff Randall,50
2016-12-14,16,1,283685400,Barry Martin [-10],41
2016-12-14,16,1,283685400,Barry Martin [-10],35
2016-12-14,16,1,908008030,Geoff Randall,33
2016-12-14,16,1,37136679,Robert (Bob) Jay,36
2016-12-14,16,1,715839724,Chris Mason [-20],58
2016-12-14,16,1,715839724,Chris Mason [-20],33
2016-11-23,16,1,37136679,Robert (Bob) Jay,35
2016-11-23,16,1,37136679,Robert (Bob) Jay,33
2016-11-23,16,1,715839724,Chris Mason [-20],70
2016-11-23,16,1,482444234,Richard Barrett,51
2016-11-23,16,1,283685400,Barry Martin [-10],42
2016-11-23,16,1,283685400,Barry Martin [-10],36
2016-11-16,16,1,908008030,Geoff Randall,36
2016-11-16,16,1,482444234,Richard Barrett,31
2016-11-16,16,1,649511222,Stuart Maplesden,31
2016-11-16,16,1,715839724,Chris Mason [-20],39
2016-11-16,16,1,297844767,Mick Lott,34
2016-11-09,16,1,908008030,Geoff Randall,56
2016-11-09,16,1,482444234,Richard Barrett,47
2016-11-09,16,1,297844767,Mick Lott,31
2016-11-09,16,1,983276809,David Gillingham,33
2016-11-09,16,1,715839724,Chris Mason [-20],48
2016-11-09,16,1,715839724,Chris Mason [-20],40
2016-10-26,16,1,297844767,Mick Lott,44
2016-10-26,16,1,297844767,Mick Lott,36
2016-10-26,16,1,271881781,Lester Grice,42
2016-10-26,16,1,983276809,David Gillingham,39
2016-10-26,16,1,715839724,Chris Mason [-20],34
2016-10-26,16,1,137561300,Freddie Blunden,32
2016-10-26,16,1,283685400,Barry Martin [-10],38
2016-10-26,16,1,908008030,Geoff Randall,31
2016-10-19,16,1,297844767,Mick Lott,35
2016-10-19,16,1,283685400,Barry Martin [-10],45
2016-10-19,16,1,908008030,Geoff Randall,42
2016-10-19,16,1,283685400,Barry Martin [-10],40
2016-10-19,16,1,908008030,Geoff Randall,38
2016-10-19,16,1,715839724,Chris Mason [-20],32
2016-10-12,16,1,983276809,David Gillingham,30
2016-10-12,16,1,884457139,Chris Davis,33
2016-10-12,16,1,622820041,Russell Hughes,32
2016-09-28,16,1,297844767,Mick Lott,31
2016-09-28,16,1,908008030,Geoff Randall,32
2016-09-21,16,1,283685400,Barry Martin [-10],36
2016-09-21,16,1,283685400,Barry Martin [-10],33
2016-09-21,16,1,908008030,Geoff Randall,30
2016-09-14,16,1,908008030,Geoff Randall,40
2016-09-14,16,1,482444234,Richard Barrett [-20],32
2016-09-14,16,1,482444234,Richard Barrett [-20],30
2016-09-14,16,1,715839724,Chris Mason [-20],30
2016-09-14,16,1,297844767,Mick Lott,30
2016-09-14,16,1,37136679,Robert (Bob) Jay,30
2018-04-04,17,1,908008030,Geoff Randall [-10],51
2018-04-04,17,1,482444234,Richard Barrett [-10],34
2018-04-04,17,1,983276809,David Gillingham,32
2018-03-28,17,1,482444234,Richard Barrett [-10],41
2018-03-28,17,1,908008030,Geoff Randall [-10],33
2018-03-28,17,1,983276809,David Gillingham,38
2018-03-28,17,1,983276809,David Gillingham,30
2018-03-28,17,1,39704614,Steve Linton,30
2018-03-14,17,1,482444234,Richard Barrett [-10],57
2018-03-14,17,1,283685400,Barry Martin [-20],36
2018-03-14,17,1,482444234,Richard Barrett [-10],33
2018-03-14,17,1,908008030,Geoff Randall [-10],31
2018-03-14,17,1,908008030,Geoff Randall [-10],30
2018-03-14,17,1,622820041,Russell Hughes,47
2018-03-14,17,1,983276809,David Gillingham,33
2018-03-14,17,1,37136679,Robert (Bob) Jay,36
2018-03-07,17,1,297844767,Mick Lott,41
2018-02-14,17,1,908008030,Geoff Randall [-10],31
2018-02-14,17,1,908008030,Geoff Randall [-10],31
2018-01-31,17,1,482444234,Richard Barrett [-10],46
2018-01-31,17,1,908008030,Geoff Randall [-10],34
2018-01-31,17,1,482444234,Richard Barrett [-10],31
2018-01-31,17,1,482444234,Richard Barrett [-10],30
2018-01-31,17,1,983276809,David Gillingham,35
2018-01-24,17,1,983276809,David Gillingham,40
2018-01-24,17,1,622820041,Russell Hughes,32
2018-01-24,17,1,908008030,Geoff Randall [-10],47
2018-01-24,17,1,482444234,Richard Barrett [-10],33
2018-01-03,17,1,908008030,Geoff Randall [-10],71
2018-01-03,17,1,482444234,Richard Barrett [-10],52
2018-01-03,17,1,283685400,Barry Martin [-20],38
2018-01-03,17,1,283685400,Barry Martin [-20],33
2018-01-03,17,1,482444234,Richard Barrett [-10],30
2018-01-03,17,1,297844767,Mick Lott,35
2017-12-13,17,1,482444234,Richard Barrett [-10],37
2017-12-13,17,1,283685400,Barry Martin [-20],30
2017-12-13,17,1,622820041,Russell Hughes,42
2017-12-13,17,1,622820041,Russell Hughes,42
2017-12-13,17,1,745337044,John Muzio,32
2017-11-22,17,1,283685400,Barry Martin [-20],66
2017-11-22,17,1,482444234,Richard Barrett [-10],64
2017-11-22,17,1,983276809,David Gillingham,46
2017-11-22,17,1,622820041,Russell Hughes,39
2017-11-22,17,1,297844767,Mick Lott,53
2017-11-15,17,1,896685756,Ian Fennell,46
2017-11-15,17,1,983276809,David Gillingham,43
2017-11-15,17,1,983276809,David Gillingham,42
2017-11-01,17,1,283685400,Barry Martin [-20],43
2017-11-01,17,1,908008030,Geoff Randall [-10],38
2017-11-01,17,1,908008030,Geoff Randall [-10],34
2017-10-25,17,1,482444234,Richard Barrett [-10],44
2017-10-25,17,1,908008030,Geoff Randall [-10],41
2017-10-25,17,1,283685400,Barry Martin [-20],40
2017-10-25,17,1,983276809,David Gillingham,45
2017-10-11,17,1,908008030,Geoff Randall [-10],44
2017-10-11,17,1,283685400,Barry Martin [-20],33
2017-10-11,17,1,622820041,Russell Hughes,32
2017-10-04,17,1,297844767,Mick Lott,46
2017-10-04,17,1,983276809,David Gillingham,40
2017-10-04,17,1,908008030,Geoff Randall [-10],43
2017-09-20,17,1,297844767,Mick Lott,34
2017-09-20,17,1,983276809,David Gillingham,57
2017-09-13,17,1,283685400,Barry Martin [-20],40
2019-04-17,18,1,908008030,Geoff Randall [-20],71
2019-04-17,18,1,283685400,Barry Martin [-20],40
2019-04-17,18,1,482444234,Richard Barrett [-20],35
2019-04-17,18,1,297844767,Mick Lott [-10],43
2019-04-17,18,1,297844767,Mick Lott [-10],31
2019-04-17,18,1,983276809,David Gillingham [-30],53
2019-04-17,18,1,715839724,Chris Mason [-30],42
2019-04-17,18,1,715839724,Chris Mason [-30],32
2019-04-17,18,1,715839724,Chris Mason [-30],31
2019-04-03,18,1,297844767,Mick Lott [-10],30
2019-04-03,18,1,908008030,Geoff Randall [-20],39
2019-04-03,18,1,588390605,DON PENALVER,35
2019-04-03,18,1,482444234,Richard Barrett [-20],30
2019-04-03,18,1,983276809,David Gillingham [-30],36
2019-04-03,18,1,983276809,David Gillingham [-30],33
2019-03-20,18,1,482444234,Richard Barrett [-20],59
2019-03-20,18,1,482444234,Richard Barrett [-20],47
2019-03-20,18,1,908008030,Geoff Randall [-20],34
2019-03-20,18,1,983276809,David Gillingham [-30],69
2019-03-20,18,1,297844767,Mick Lott [-10],32
2019-03-13,18,1,908008030,Geoff Randall [-20],67
2019-03-13,18,1,283685400,Barry Martin [-20],39
2019-03-13,18,1,908008030,Geoff Randall [-20],38
2019-03-13,18,1,908008030,Geoff Randall [-20],30
2019-03-13,18,1,715839724,Chris Mason [-30],60
2019-03-13,18,1,51829191,Nigel Stilwell,58
